time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°),rain_moving_avg
2016-01-07,0.5166666666666666,0.0,0.0,37.375,32.166666666666664,0.0,27.833333333333332,4.445833333333334,238.70833333333334,0.0
2016-01-08,2.3666666666666667,0.0,0.0,51.708333333333336,48.291666666666664,0.0,32.375,8.779166666666667,62.666666666666664,0.0
2016-01-09,5.479166666666667,0.004166666666666667,0.004166666666666667,92.0,79.25,66.54166666666667,44.25,10.541666666666666,53.916666666666664,0.0005952380952380952
2016-01-10,10.916666666666666,1.3,1.3,91.25,82.66666666666667,58.208333333333336,60.875,18.670833333333334,127.41666666666667,0.1863095238095238
2016-01-11,2.7708333333333335,0.0,0.0,10.625,11.5,0.25,0.0,20.941666666666666,266.2916666666667,0.1863095238095238
2016-01-12,-0.5416666666666666,0.0,0.0,27.666666666666668,0.8333333333333334,40.958333333333336,7.583333333333333,11.275,206.875,0.1863095238095238
2016-01-13,-1.9416666666666667,0.0,0.0,13.041666666666666,9.208333333333334,7.375,1.0833333333333333,22.733333333333334,270.6666666666667,0.1863095238095238
2016-01-14,-1.9000000000000001,0.004166666666666667,0.0,53.166666666666664,27.083333333333332,53.833333333333336,15.0,13.450000000000001,249.95833333333334,0.1863095238095238
2016-01-15,2.845833333333333,0.0,0.0,35.916666666666664,5.041666666666667,17.041666666666668,70.33333333333333,5.5,137.5,0.1863095238095238
2016-01-16,6.6875,0.3458333333333334,0.3458333333333334,84.91666666666667,52.75,64.25,47.291666666666664,10.854166666666666,202.91666666666666,0.23511904761904764
2016-01-17,3.0,0.07083333333333335,0.0,78.66666666666667,35.541666666666664,51.708333333333336,58.291666666666664,9.529166666666667,238.16666666666666,0.04940476190476191
2016-01-18,-2.5,0.008333333333333333,0.0,23.541666666666668,10.25,23.833333333333332,0.0,19.258333333333333,283.125,0.04940476190476191
2016-01-19,-5.4624999999999995,0.0,0.0,11.708333333333334,12.666666666666666,0.5416666666666666,0.0,24.695833333333336,281.2083333333333,0.04940476190476191
2016-01-20,-1.1791666666666667,0.0,0.0,23.833333333333332,2.2083333333333335,19.583333333333332,33.458333333333336,13.808333333333332,295.2083333333333,0.04940476190476191
2016-01-21,-0.9166666666666666,0.0,0.0,34.416666666666664,4.583333333333333,39.75,21.416666666666668,10.316666666666666,317.0,0.04940476190476191
2016-01-22,-3.6374999999999997,0.0,0.0,29.208333333333332,0.16666666666666666,26.041666666666668,44.916666666666664,10.725,225.875,0.04940476190476191
2016-01-23,-2.783333333333333,1.6666666666666667,0.0,95.70833333333333,29.25,99.29166666666667,92.41666666666667,26.020833333333332,33.833333333333336,0.0
2016-01-24,-3.2083333333333335,0.22083333333333333,0.0,33.458333333333336,1.625,36.958333333333336,32.666666666666664,19.558333333333334,276.4166666666667,0.0
2016-01-25,-3.0083333333333333,0.0,0.0,22.75,0.125,17.833333333333332,39.791666666666664,6.529166666666666,267.2083333333333,0.0
2016-01-26,0.6875,0.0,0.0,41.75,3.1666666666666665,24.916666666666668,80.16666666666667,11.158333333333333,204.83333333333334,0.0
2016-01-27,4.920833333333333,0.012500000000000002,0.012500000000000002,54.791666666666664,20.291666666666668,50.458333333333336,60.125,11.1,272.2916666666667,0.001785714285714286
2016-01-28,-2.1083333333333334,0.0,0.0,18.625,12.0,0.0,25.916666666666668,5.5625,261.0833333333333,0.001785714285714286
2016-01-29,0.225,0.008333333333333333,0.008333333333333333,39.125,3.0416666666666665,38.125,44.875,9.35,271.0833333333333,0.0029761904761904765
2016-01-30,-0.5291666666666667,0.0,0.0,5.958333333333333,0.20833333333333334,3.9166666666666665,11.083333333333334,11.570833333333333,259.7916666666667,0.0029761904761904765
2016-01-31,3.1208333333333336,0.0,0.0,24.458333333333332,0.08333333333333333,10.291666666666666,60.75,10.3375,213.91666666666666,0.0029761904761904765
2016-02-01,6.604166666666667,0.0,0.0,41.0,3.6666666666666665,25.416666666666668,74.95833333333333,11.179166666666667,248.0,0.0029761904761904765
2016-02-02,4.429166666666666,0.0,0.0,8.416666666666666,0.0,10.041666666666666,8.041666666666666,7.7250000000000005,312.5416666666667,0.0029761904761904765
